tweet_id,retweets,favorites
807106840509214720,61854,123821
807059379405148160,8359,0
807010152071229440,4343,14343
806629075125202948,39981,82887
806620845233815552,6291,0
806576416489959424,2196,5309
806542213899489280,2711,11233
806242860592926720,13337,0
806219024703037440,1368,7050
805958939288408065,6119,0
805932879469572096,2167,9100
805826884734976000,2087,7245
805823200554876929,9200,0
805520635690676224,1884,6300
805487436403003392,2882,9655
805207613751304193,1928,8568
804738756058218496,4386,15136
804475857670639616,2305,6784
804413760345620481,3662,0
804026241225523202,18529,49153
803773340896923648,3157,11072
803692223237865472,8510,0
803638050916102144,4731,12102
803380650405482500,2127,8519
803321560782307329,6095,0
803276597545603072,2817,11062
802952499103731712,2284,9960
802624713319034886,3338,0
802600418706604034,1675,7853
802572683846291456,2865,9843
802323869084381190,6674,17888
802265048156610565,1546,6949
802239329049477120,2983,9986
802185808107208704,309,0
801958328846974976,1950,8496
801854953262350336,267,1933
801538201127157760,2346,9030
801285448605831168,943,6695
801167903437357056,6817,27033
801127390143516673,4543,0
801115127852503040,2378,8894
800859414831898624,111,768
800855607700029440,1859,0
800751577355128832,3159,11566
800513324630806528,3427,14493
800459316964663297,2443,10407
800443802682937345,4941,0
800388270626521089,3191,12289
800188575492947969,4495,0
800141422401830912,2924,16867
800018252395122689,15056,31338
799774291445383169,5371,0
799757965289017345,2463,9277
799422933579902976,2178,8852
799308762079035393,6341,0
799297110730567681,3172,10925
799063482566066176,2810,8932
798933969379225600,5105,14523
798925684722855936,1639,8183
798705661114773508,7550,0
798701998996647937,8932,0
798697898615730177,7453,0
798694562394996736,5698,0
798686750113755136,2654,0
798682547630837760,5418,0
798673117451325440,6371,0
798665375516884993,4441,0
798644042770751489,2112,0
798628517273620480,2237,0
798585098161549313,6521,0
798576900688019456,6747,0
798340744599797760,3847,0
798209839306514432,2907,11421
797971864723324932,3590,12857
797545162159308800,5536,16011
797236660651966464,7570,22057
797165961484890113,32,254
796904159865868288,10212,0
796865951799083009,2162,8451
796759840936919040,3505,13099
796563435802726400,8364,0
796484825502875648,2013,8370
796387464403357696,4753,12166
796177847564038144,16346,0
796149749086875649,16346,35722
796125600683540480,2041,5459
796116448414461957,2762,10019
796080075804475393,2639,9325
796031486298386433,4221,11915
795464331001561088,27230,55018
795400264262053889,3265,11153
795076730285391872,6190,17907
794983741416415232,3853,0
794926597468000259,2647,11342
794355576146903043,11780,0
794332329137291264,3025,10553
794205286408003585,3808,10171
793962221541933056,5592,18609
793845145112371200,2142,10161
793614319594401792,3587,0
793601777308463104,1869,8810
793500921481273345,2722,11793
793286476301799424,10493,27196
793271401113350145,2695,9540
793256262322548741,9523,22050
793241302385262592,3740,11629
793226087023144960,3274,10856
793210959003287553,3232,9864
793195938047070209,6411,16850
793180763617361921,2264,7631
793165685325201412,3183,10371
793150605191548928,1955,6808
793135492858580992,2840,7121
793120401413079041,4472,14005
792913359805018113,4619,15839
792883833364439040,4883,12480
792773781206999040,1922,8101
792394556390137856,4903,14918
792050063153438720,2049,7929
791821351946420224,24067,0
791784077045166082,11057,0
791780927877898241,4350,0
791774931465953280,25378,49711
791672322847637504,3587,12967
791406955684368384,4696,14489
791312159183634433,2902,9706
791026214425268224,4723,0
790987426131050500,2435,10930
790946055508652032,5377,18326
790723298204217344,2651,0
790698755171364864,2167,9059
790581949425475584,8172,22830
790337589677002753,2133,8640
790277117346975746,3672,13861
790227638568808452,4104,0
789986466051088384,2651,10233
789960241177853952,4751,0
789903600034189313,4729,11469
789628658055020548,2035,8326
789599242079838210,2223,7505
789530877013393408,3853,12983
789314372632018944,2625,9499
789280767834746880,5636,0
789268448748703744,2956,10066
789137962068021249,3185,10716
788908386943430656,14170,30206
788765914992902144,11780,30297
788552643979468800,8242,0
788412144018661376,6065,17226
788178268662984705,2437,7987
788150585577050112,1486,6788
788070120937619456,3890,0
788039637453406209,1507,6772
787810552592695296,3485,9589
787717603741622272,3177,11273
787397959788929025,3229,11952
787322443945877504,1992,8599
787111942498508800,7639,0
786963064373534720,9156,29307
786729988674449408,2766,0
786709082849828864,6931,20035
786664955043049472,2939,11779
786595970293370880,3534,10367
786363235746385920,3997,12022
786286427768250368,3270,8806
786233965241827333,5458,16928
786051337297522688,176,1592
786036967502913536,8052,0
785927819176054784,3585,12528
785872687017132033,2083,7369
785639753186217984,2522,8603
785533386513321988,2296,10052
785515384317313025,1445,6717
785264754247995392,1868,8020
785170936622350336,5542,13332
784826020293709826,3662,11173
784517518371221505,2892,9888
784431430411685888,1457,6253
784183165795655680,9200,22173
784057939640352768,12728,32976
783839966405230592,12362,33191
783821107061198850,2234,8109
783695101801398276,3663,11495
783466772167098368,2562,9344
783391753726550016,6297,18635
783347506784731136,6403,0
783334639985389568,13337,32200
783085703974514689,2516,8969
782969140009107456,8359,26589
782747134529531904,1576,8210
782722598790725632,6119,19003
782598640137187329,2145,8585
782305867769217024,6336,18362
782021823840026624,7113,0
781955203444699136,3836,12202
781661882474196992,3080,11483
781655249211752448,1269,4402
781524693396357120,6291,22857
781308096455073793,2900,7860
781251288990355457,2392,9309
781163403222056960,3097,10740
780931614150983680,8364,23832
780858289093574656,2267,7915
780800785462489090,1470,6069
780601303617732608,3770,13319
780543529827336192,1976,6944
780496263422808064,4242,0
780476555013349377,133,0
780459368902959104,1204,5807
780192070812196864,2535,9581
780092040432480260,2608,0
780074436359819264,5683,13513
779834332596887552,8052,20956
779377524342161408,3537,9706
779124354206535695,20917,0
779123168116150273,4143,12989
779056095788752897,5130,16260
778990705243029504,8281,22015
778774459159379968,11325,0
778764940568104960,415,946
778748913645780993,1524,7596
778650543019483137,1695,6352
778624900596654080,1143,5115
778408200802557953,4926,14964
778396591732486144,13918,0
778383385161035776,1250,6430
778286810187399168,3762,11413
778039087836069888,2998,9312
778027034220126208,1845,7217
777953400541634568,4002,0
777885040357281792,1858,6982
777684233540206592,3338,12349
777641927919427584,4840,0
777621514455814149,2831,9615
777189768882946048,4912,15726
776819012571455488,15567,0
776813020089548800,1376,5367
776477788987613185,3183,9749
776249906839351296,10426,0
776218204058357768,18139,32925
776201521193218049,2856,10537
776113305656188928,4941,12908
776088319444877312,174,2011
775898661951791106,17272,0
775842724423557120,3044,12856
775733305207554048,4543,15223
775729183532220416,5204,14171
775364825476165632,3392,8182
775350846108426240,4448,11150
775085132600442880,5371,17048
774757898236878852,1995,9356
774639387460112384,1972,7389
774314403806253056,6341,23859
773985732834758656,4392,11770
773922284943896577,1954,7007
773704687002451968,1846,7221
773670353721753600,1468,5865
773547596996571136,6990,24191
773336787167145985,5791,0
773308824254029826,8485,25472
773247561583001600,3630,10266
773191612633579521,4649,10946
772877495989305348,4410,9407
772826264096874500,2627,8738
772615324260794368,3825,0
772581559778025472,1926,7108
772193107915964416,1568,6586
772152991789019136,1273,4130
772117678702071809,829,4108
772114945936949249,535,2972
772102971039580160,1046,4394
771908950375665664,2134,7204
771770456517009408,3847,13174
771500966810099713,2959,9053
771380798096281600,5791,11572
771171053431250945,8546,0
771136648247640064,3294,10087
771102124360998913,1624,6802
771014301343748096,1875,7546
771004394259247104,247,0
770787852854652928,1382,5431
770772759874076672,1591,5685
770743923962707968,51487,0
770655142660169732,1972,8027
770414278348247044,2335,6889
770293558247038976,1680,6828
770093767776997377,3439,0
770069151037685760,2601,8278
769940425801170949,10902,34453
769695466921623552,1888,7011
769335591808995329,8683,0
769212283578875904,1930,5910
768970937022709760,7402,15795
768909767477751808,3070,0
768855141948723200,1016,4597
768609597686943744,1362,4518
768596291618299904,1443,5517
768554158521745409,6574,0
768473857036525572,3875,14888
768193404517830656,4002,11955
767884188863397888,1593,5217
767754930266464257,6095,17551
767500508068192258,2639,8182
767191397493538821,4309,13451
767122157629476866,3210,11076
766864461642756096,6394,0
766793450729734144,1539,5570
766714921925144576,430,2838
766693177336135680,896,4426
766423258543644672,1793,6587
766313316352462849,2124,7409
766078092750233600,2921,0
766069199026450432,988,4689
766008592277377025,562,4089
765719909049503744,2429,7906
765669560888528897,1379,5673
765395769549590528,3812,28639
765371061932261376,2428,7742
765222098633691136,3825,12716
764857477905154048,1990,7005
764259802650378240,1713,6625
763956972077010945,61,801
763837565564780549,4723,13824
763183847194451968,1671,5933
763167063695355904,3418,0
763103485927849985,2558,8035
762699858130116608,4104,13332
762471784394268675,7391,12368
762464539388485633,4751,11338
762316489655476224,1271,5276
762035686371364864,17597,34944
761976711479193600,2274,5907
761750502866649088,4446,0
761745352076779520,963,4660
761672994376806400,32763,54136
761599872357261312,1316,4511
761371037149827077,20171,0
761334018830917632,1631,5705
761292947749015552,1241,4893
761227390836215808,1745,5827
761004547850530816,3890,12308
760893934457552897,1089,4181
760656994973933572,2165,7231
760641137271070720,1451,5408
760539183865880579,4083,8278
760521673607086080,1579,4626
760290219849637889,12901,29220
760252756032651264,977,4298
760190180481531904,2033,6241
760153949710192640,37,0
759943073749200896,2342,6492
759923798737051648,6394,16046
759846353224826880,2224,7336
759793422261743616,2143,6514
759566828574212096,23876,0
759557299618865152,1320,5134
759447681597108224,2766,9293
759446261539934208,553,1828
759197388317847553,2184,6625
759159934323924993,1328,0
759099523532779520,4723,15847
759047813560868866,2260,7126
758854675097526272,1007,3868
758828659922702336,4303,12213
758740312047005698,1797,6258
758474966123810816,1112,4160
758467244762497024,2495,5243
758405701903519748,2162,5675
758355060040593408,1218,3744
758099635764359168,11325,20980
758041019896193024,427,2958
757741869644341248,3644,7512
757729163776290825,9150,0
757725642876129280,1367,4954
757611664640446465,1248,4968
757597904299253760,326,0
757596066325864448,1186,4749
757400162377592832,7640,16512
757393109802180609,1967,6362
757354760399941633,1595,4929
756998049151549440,2229,6833
756939218950160384,2252,7241
756651752796094464,1485,5535
756526248105566208,4086,11346
756303284449767430,1206,4310
756288534030475264,14763,28057
756275833623502848,1715,7016
755955933503782912,3232,7981
755206590534418437,6032,17951
755110668769038337,12412,23119
754874841593970688,9022,0
754856583969079297,2831,7495
754747087846248448,584,2813
754482103782404096,2184,5782
754449512966619136,824,4093
754120377874386944,2613,8541
754011816964026368,4029,9591
753655901052166144,2444,6364
753420520834629632,4000,8605
753398408988139520,2147,6303
753375668877008896,2608,8287
753298634498793472,6497,0
753294487569522689,1163,3709
753039830821511168,23536,40476
753026973505581056,1093,4224
752932432744185856,7639,13763
752917284578922496,1754,7475
752701944171524096,3237,0
752682090207055872,1804,6545
752660715232722944,1758,4812
752568224206688256,2555,6054
752519690950500352,3847,8040
752334515931054080,1240,4161
752309394570878976,18697,0
752173152931807232,2071,6477
751950017322246144,1041,3358
751937170840121344,1499,5690
751830394383790080,2186,6328
751793661361422336,3262,6384
751598357617971201,3379,8580
751583847268179968,1247,4797
751538714308972544,1417,5473
751456908746354688,1111,3484
751251247299190784,6562,13596
751205363882532864,2046,6857
751132876104687617,1457,5544
750868782890057730,1562,5231
750719632563142656,5636,14406
750506206503038976,1285,4852
750429297815552001,4840,14355
750383411068534784,1278,4942
750381685133418496,34,747
750147208377409536,1079,3364
750132105863102464,1412,3943
750117059602808832,1442,4685
750101899009982464,940,3306
750086836815486976,608,2357
750071704093859840,3734,8532
750056684286914561,991,3396
750041628174217216,689,3452
750026558547456000,876,2950
750011400160841729,1015,3524
749996283729883136,900,3288
749981277374128128,2738,5550
749774190421639168,1475,5052
749417653287129088,1874,6630
749403093750648834,610,2851
749395845976588288,3882,9354
749317047558017024,2465,5968
749075273010798592,2313,6260
749064354620928000,1688,5210
749036806121881602,876,3373
748977405889503236,3820,11689
748932637671223296,2512,6364
748705597323898880,1050,3004
748699167502000129,1789,5141
748692773788876800,1477,4595
748575535303884801,2227,6592
748568946752774144,754,2377
748346686624440324,1386,5660
748337862848962560,4617,8337
748324050481647620,855,4027
748307329658011649,799,3985
748220828303695873,8691,15317
747963614829678593,2405,6290
747933425676525569,2847,7196
747885874273214464,1102,3198
747844099428986880,833,3041
747816857231626240,1296,5272
747651430853525504,175,1496
747648653817413632,6507,13994
747600769478692864,609,2519
747594051852075008,1188,3998
747512671126323200,1770,6027
747461612269887489,1160,4204
747439450712596480,2154,5899
747242308580548608,3210,0
747219827526344708,1760,5719
747204161125646336,1023,3674
747103485104099331,4475,10404
746906459439529985,331,3125
746872823977771008,2393,6494
746818907684614144,1913,5732
746790600704425984,1784,5279
746757706116112384,4350,10350
746726898085036033,2000,6542
746542875601690625,2072,5452
746521445350707200,1093,0
746507379341139972,1210,5029
746369468511756288,1831,6550
746131877086527488,2457,7458
746056683365994496,916,3846
745789745784041472,1187,4369
745712589599014916,2595,7546
745433870967832576,2836,7699
745422732645535745,2726,9279
745314880350101504,3081,7741
745074613265149952,3915,8470
745057283344719872,2548,7826
744995568523612160,701,3233
744971049620602880,2987,8520
744709971296780288,1731,6055
744334592493166593,2381,7317
744234799360020481,78206,129280
744223424764059648,417,1838
743980027717509120,1211,4489
743895849529389061,1065,3939
743835915802583040,2339,0
743609206067040256,1531,4851
743595368194129920,7306,19975
743545585370791937,1047,3814
743510151680958465,4111,8537
743253157753532416,1344,4562
743222593470234624,2124,6693
743210557239623680,1520,4146
742534281772302336,3950,7612
742528092657332225,2207,4810
742465774154047488,4308,7835
742423170473463808,4242,10668
742385895052087300,2223,7355
742161199639494656,1525,4687
742150209887731712,1741,5571
741793263812808706,1674,4910
741743634094141440,3083,8829
741438259667034112,927,3964
741303864243200000,3588,9498
741099773336379392,6142,10827
741067306818797568,3439,10198
740995100998766593,3091,6914
740711788199743490,1042,3687
740699697422163968,867,3065
740676976021798912,7550,19598
740373189193256964,14805,37486
740365076218183684,483,2681
740359016048689152,946,3565
740214038584557568,2182,7213
739979191639244800,6574,21564
739932936087216128,1193,4384
739844404073074688,942,4085
739623569819336705,1519,4116
739606147276148736,1844,5828
739544079319588864,23877,43042
739485634323156992,3260,7766
739238157791694849,51487,74003
738891149612572673,6,115
738885046782832640,1261,4067
738883359779196928,901,3617
738537504001953792,1733,5498
738402415918125056,940,3537
738184450748633089,1337,4660
738166403467907072,3780,9488
738156290900254721,737,2733
737826014890496000,1967,5672
737800304142471168,3837,10786
737678689543020544,1484,5445
737445876994609152,4962,11137
737322739594330112,890,3893
737310737551491075,8213,15828
736736130620620800,1940,4658
736392552031657984,8242,19168
736365877722001409,1383,4317
736225175608430592,3061,8755
736010884653420544,3293,8536
735991953473572864,1270,3882
735648611367784448,1212,4331
735635087207878657,2614,6679
735274964362878976,4628,9478
735256018284875776,974,3624
735137028879360001,1074,3369
